politician_id,politician_name,first_name,last_name,gender,birth_year,death_year,first_year_in_HoC,last_year_in_HoC,n_parliaments,ever_cabinet,parties,has_relative,closeness,relative_chamber,multiple_relatives,relation_types,n_relatives_detected,relative_preceded,peerage_linked_flag,relative_examples,rush_cousin_mp,rush_cousin_names,has_relative_incl_cousins,rushid,peerageid,whoswhoid,oxnatbibid,father_name,father_id,mother_name,mother_id
Q7308602,Reginald Berkeley,Reginald,Berkeley,male,1890,1935,1922,1924,2,0,Liberal Party,1,child,HoC,0,child,1,0,0,child: Humphry Berkeley,0,,1,8177,,,,,,,
Q333823,"Gwilym Lloyd George, 1st Viscount Tenby",Gwilym,Lloyd George,male,1894,1967,1922,1957,8,1,Liberal Party; National Liberal Party,1,father,HoC,1,father; sibling,2,1,1,father: David Lloyd George | sibling: Megan Lloyd George,0,,1,8575,218318,,34571,David Lloyd George,Q134982,Margaret Lloyd George,Q6759649
Q5342180,Edward Cadogan,Edward,Cadogan,male,1880,1962,1922,1945,5,0,Conservative Party,1,father,HoC,1,father; sibling; grandparent,3,1,1,"father: George Cadogan, 5th Earl Cadogan | sibling: Henry Cadogan, Viscount Chelsea | grandparent: Henry Cadogan, 4th Earl Cadogan",0,,1,3419,83177,,,"George Cadogan, 5th Earl Cadogan",Q3760457,Lady Beatrix Craven,Q75250098
Q5311969,"Dudley Ryder, 6th Earl of Harrowby",Dudley,Ryder,male,1892,1987,1922,1929,2,0,Conservative Party,1,father,HoC,0,father,1,1,1,"father: John Ryder, 5th Earl of Harrowby",0,,1,7845,29089,,,"John Ryder, 5th Earl of Harrowby",Q6256112,Mabel Danvers Smith,Q75253235
Q332706,"Douglas Hogg, 1st Viscount Hailsham",Douglas,Hogg,male,1872,1950,1922,1928,3,1,Conservative Party,1,child,HoC,1,child; grandchild,2,0,1,"child: Quintin Hogg, Baron Hailsham of St Marylebone | grandchild: Douglas Hogg",0,,1,9053,277930,,33925,Quintin Hogg,Q3523736,Alice Hogg,Q18595406
Q7528721,"Sir Robert Bird, 2nd Baronet",Robert,Bird,male,1876,1960,1922,1945,6,0,Conservative Party,1,father,HoC,0,father,1,1,1,"father: Sir Alfred Bird, 1st Baronet",0,,1,3210,142346,,,"Sir Alfred Bird, 1st Baronet",Q7525969,Eleanor Frances Evans,Q75439229
Q4799010,"Arthur Henderson, Baron Rowley",Arthur,Henderson,male,1893,1968,1923,1966,9,0,Labour Party,1,father,HoC,1,father; sibling,2,1,1,"father: Arthur Henderson | sibling: William Henderson, 1st Baron Henderson",0,,1,8398,191783,U48583,,Arthur Henderson,Q208665,,
Q2761950,"Edward Cavendish, 10th Duke of Devonshire",Edward,Cavendish,male,1895,1950,1923,1938,5,0,Conservative Party,1,father,HoC,1,father; grandparent; uncle/aunt,3,1,1,"father: Victor Cavendish, 9th Duke of Devonshire | grandparent: Lord Edward Cavendish | uncle/aunt: Lord Richard Cavendish",0,,1,7867,9587,,,"Victor Cavendish, 9th Duke of Devonshire",Q2411883,"Evelyn Cavendish, Duchess of Devonshire",Q531114
Q8011845,"William Henderson, 1st Baron Henderson",William,Henderson,male,1891,1984,1923,1931,2,0,Labour Party,1,father,HoC,1,father; sibling,2,1,1,"father: Arthur Henderson | sibling: Arthur Henderson, Baron Rowley",0,,1,8359,241828,U165202,,Arthur Henderson,Q208665,,
Q5725940,"Henry Mond, 2nd Baron Melchett",Henry,Mond,male,1898,1949,1923,1930,3,0,Conservative Party; Liberal Party,1,father,HoC,0,father,1,1,1,"father: Alfred Mond, 1st Baron Melchett",0,,1,5086,511586,U229180,48066,"Alfred Mond, 1st Baron Melchett",Q333591,"Violet Mond, Baroness Melchett",Q7933267
Q15526558,George Windsor-Clive,George,Windsor-Clive,male,1878,1968,1923,1945,6,0,Conservative Party,1,father,HoC,1,father; grandparent; uncle/aunt,3,1,1,father: George Windsor-Clive | grandparent: Robert Clive | uncle/aunt: Robert Windsor-Clive,0,,1,6359,69355,,,George Windsor-Clive,Q5546432,Gertrude Trefusis,Q75332870
Q11802791,"Hugh Seely, 1st Baron Sherwood",Hugh,Seely,male,1898,1970,1923,1941,2,0,Liberal Party,1,father,HoC,1,father; grandparent; uncle/aunt,3,1,1,"father: Sir Charles Seely, 2nd Baronet | grandparent: Sir Charles Seely, 1st Baronet | uncle/aunt: John Seely, 1st Baron Mottistone",0,,1,8016,45192,U51250,,"Sir Charles Seely, 2nd Baronet",Q7526294,Hilda Lucy Grant,Q75346334
Q5081999,"Charles Rhys, 8th Baron Dynevor",Charles,Rhys,male,1899,1962,1923,1935,4,0,Conservative Party,1,father,HoC,0,father,1,1,1,"father: Walter Rice, 7th Baron Dynevor",0,,1,5561,394550,U53561,,"Walter Rice, 7th Baron Dynevor",Q7965958,Lady Margaret Child-Villiers,Q75273804
Q2602495,"Walter Montagu Douglas Scott, 8th Duke of Buccleuch",Walter,Montagu Douglas Scott,male,1894,1973,1923,1935,4,0,Unionist Party,1,father,HoC,1,father; child; sibling; grandparent,4,1,1,"father: John Montagu Douglas Scott, 7th Duke of Buccleuch | child: John Scott, 9th Duke of Buccleuch | sibling: Lord William Montagu Douglas Scott | grandparent: William Montagu Douglas Scott, 6th Duke of Buccleuch",0,,1,8304,1540,U152751,,"John Montagu Douglas Scott, 7th Duke of Buccleuch",Q337464,Lady Molly Bridgeman,Q75382239
Q5932053,Hugh Moulton,Hugh,Moulton,male,1876,1962,1923,1924,1,0,Liberal Party,1,father,HoC,0,father,1,1,1,"father: John Fletcher Moulton, Baron Moulton",0,,1,8014,238622,,,"John Fletcher Moulton, Baron Moulton",Q1845004,Clara Hertz,Q75593759
Q4799090,Arthur Hobhouse,Arthur,Hobhouse,male,1886,1965,1923,1924,1,0,Liberal Party,1,father,HoC,0,father,1,1,1,father: Henry Hobhouse,0,,1,7760,155084,U52517,,Henry Hobhouse,Q5723083,Margaret Heyworth Potter,Q75541184
Q1791630,"Maurice Roche, 4th Baron Fermoy",Maurice,Roche,male,1885,1955,1924,1945,4,0,Conservative Party,1,father,HoC,1,father; grandparent,2,1,1,"father: James Roche, 3rd Baron Fermoy | grandparent: Edmond Roche, 1st Baron Fermoy",0,,1,3950,101015,U237191,,"James Roche, 3rd Baron Fermoy",Q1791624,Frances Ellen Work,Q8962149
Q7961641,Waldron Smithers,Waldron,Smithers,male,1880,1954,1924,1954,7,0,Conservative Party,1,father,HoC,0,father,1,1,0,father: Alfred Waldron Smithers,0,,1,5783,,U243074,,Alfred Waldron Smithers,Q4723580,,
Q7526533,"Sir Edward Campbell, 1st Baronet",Edward,Campbell,male,1879,1945,1924,1945,5,0,Conservative Party,1,sibling,HoC,0,sibling,1,0,1,sibling: Gordon Campbell,0,,1,8493,660614,U223432,,Frederick Campbell,Q76064383,Emilie Guillaumine Maclaine,Q76064382
Q4786278,Archibald Cochrane,Archibald,Cochrane,male,1885,1958,1924,1936,3,0,Unionist Party,1,father,HoC,0,father,1,1,1,"father: Thomas Cochrane, 1st Baron Cochrane of Cults",0,,1,7747,23560,,,"Thomas Cochrane, 1st Baron Cochrane of Cults",Q377175,Lady Gertrude Boyle,Q75272196
Q13529993,"Sir Frank Meyer, 2nd Baronet",Frank,Meyer,male,1886,1935,1924,1929,1,0,Conservative Party,1,child,HoC,0,child,1,0,1,"child: Sir Anthony Meyer, 3rd Baronet",0,,1,5053,512333,U214049,,"Sir Carl Meyer, 1st Baronet",Q7526157,Adele Meyer,Q18526314
Q5365836,Ellis Ashmead-Bartlett,Ellis,Ashmead-Bartlett,male,1881,1931,1924,1926,1,0,Conservative Party,1,father,HoC,0,father,1,1,0,father: Ellis Ashmead-Bartlett,0,,1,6353,,,56814,Ellis Ashmead-Bartlett,Q5365837,,
Q7528325,Mervyn Manningham-Buller,Mervyn,Manningham-Buller,male,1876,1956,1924,1940,3,0,Conservative Party,1,child,HoC,0,child,1,0,1,"child: Reginald Manningham-Buller, 1st Viscount Dilhorne",0,,1,8139,28352,,,Edmund Manningham-Buller,Q75311806,Lady Anne Coke,Q21557618
Q11800391,Herbert Grotrian,Herbert,Grotrian,male,1870,1951,1924,1929,1,0,Conservative Party,1,father,HoC,0,father,1,1,1,father: Frederick Brent Grotrian,0,,1,7999,428087,U238019,,Frederick Brent Grotrian,Q5497413,Elizabeth Hunter,Q75955519
Q3182815,"John Loder, 2nd Baron Wakehurst",John,Loder,male,1895,1970,1924,1936,3,0,Conservative Party,1,father,HoC,1,father; grandparent,2,1,1,"father: Gerald Loder, 1st Baron Wakehurst | grandparent: Sir Robert Loder, 1st Baronet",0,,1,8069,77446,U48934,,"Gerald Loder, 1st Baron Wakehurst",Q5549352,Lady Louise Beauclerk,Q75251058
Q7851529,Tufton Beamish,Tufton,Beamish,male,1874,1951,1924,1945,4,0,Conservative Party,1,child,HoC,0,child,1,0,1,"child: Tufton Beamish, Baron Chelwood",0,,1,3129,270843,,,Rear-Adm. Henry Hamilton Beamish,Q75648905,Blanche Georgina Hughes,Q75648912
Q5236632,"David Lindsay, 28th Earl of Crawford",David,Lindsay,male,1900,1975,1924,1940,4,0,Conservative Party,1,father,HoC,1,father; child; sibling; grandparent,4,1,1,"father: David Lindsay, 27th Earl of Crawford | child: Robert Lindsay, 29th Earl of Crawford | sibling: James Lindsay | grandparent: James Lindsay, 26th Earl of Crawford",0,,1,3092,13096,,31362,"David Lindsay, 27th Earl of Crawford",Q3703236,Constance Pelly,Q75262399
Q3073452,"Arthur Hope, 2nd Baron Rankeillour",Arthur,Hope,male,1897,1958,1924,1939,3,0,Conservative Party,1,father,HoC,0,father,1,1,1,"father: James Hope, 1st Baron Rankeillour",0,,1,9153,78655,U242121,,"James Hope, 1st Baron Rankeillour",Q3072297,Mabel Ellen Riddell,Q75347219
Q128985,Harold Macmillan,Harold,Macmillan,male,1894,1986,1924,1964,8,1,Conservative Party,1,child,HoC,0,child,1,0,1,child: Maurice Macmillan,0,,1,4867,10287,,40185,Maurice Crawford Macmillan,Q22343619,Helen Artie Tarleton Belles,Q75628650
Q3497552,Oliver Stanley,Oliver,Stanley,male,1896,1950,1924,1950,6,1,Conservative Party,1,father,HoC,1,father; sibling; grandparent; uncle/aunt; nephew/niece,6,1,1,"father: Edward Stanley, 17th Earl of Derby | sibling: Edward Stanley, Lord Stanley | grandparent: Frederick Stanley, 16th Earl of Derby | uncle/aunt: George Stanley | nephew/niece: Richard Stanley",0,,1,8786,13945,U232113,36249,"Edward Stanley, 17th Earl of Derby",Q338427,"Alice Stanley, Countess of Derby",Q3611688
Q334106,Alfred Knox,Alfred,Knox,male,1870,1964,1924,1945,4,0,Conservative Party,1,sibling,HoC,0,sibling,1,1,1,sibling: Edmund Vesey Knox,0,,1,7736,332104,,,Vesey Edmund Knox,Q75783678,Margaret Garrett,Q75783683
Q13529974,"Richard Long, 3rd Viscount Long",Richard,Long,male,1892,1967,1927,1931,2,0,Conservative Party,1,father,HoC,1,father; grandparent; uncle/aunt,3,1,1,"father: Walter Long, 1st Viscount Long | grandparent: Richard Penruddocke Long | uncle/aunt: Richard Chaloner, 1st Baron Gisborough",0,,1,8185,19024,,,"Walter Long, 1st Viscount Long",Q553229,Lady Dorothy Boyle,Q75275245
Q5761464,"Hilda Runciman, Viscountess Runciman of Doxford",Hilda,Runciman,female,1869,1956,1928,1929,1,0,Liberal Party,1,father,HoC,0,father,1,1,1,father: James Cochran Stevenson,0,,1,5638,277931,U242554,48691,James Cochran Stevenson,Q6131521,Eliza Ramsay Anderson,Q96080071
Q334511,"Rennell Rodd, 1st Baron Rennell",Rennell,Rodd,male,1858,1941,1928,1932,3,0,Conservative Party,1,child,HoC,0,child,1,0,1,"child: Evelyn Emmet, Baroness Emmet of Amberley",0,,1,9440,30930,U230922,35809,James Rennell Rodd,Q76312397,Elizabeth Anne Thomson,Q76312416
Q6808694,Megan Lloyd George,Megan,Lloyd George,female,1902,1966,1929,1966,9,0,Labour Party; Liberal Party,1,father,HoC,1,father; sibling,2,1,1,"father: David Lloyd George | sibling: Gwilym Lloyd George, 1st Viscount Tenby",0,,1,8757,218321,U51695,34572,David Lloyd George,Q134982,Margaret Lloyd George,Q6759649
Q6828520,Michael Beaumont,Michael,Beaumont,male,1903,1958,1929,1938,3,0,Conservative Party,1,father,HoC,1,father; grandparent; uncle/aunt,3,1,1,"father: Hubert Beaumont | grandparent: Wentworth Beaumont, 1st Baron Allendale | uncle/aunt: Wentworth Beaumont, 1st Viscount Allendale",0,,1,8142,5286,,,Hubert Beaumont,Q5927153,Elisa Mercedes Grace,Q75243317
Q333507,Malcolm MacDonald,Malcolm,MacDonald,male,1901,1981,1929,1945,3,1,Labour Party; National Labour Organisation,1,father,HoC,0,father,1,1,1,father: Ramsay MacDonald,0,,1,8130,218680,,31388,Ramsay MacDonald,Q166646,Margaret MacDonald,Q6759672
Q333992,Eleanor Rathbone,Eleanor,Rathbone,female,1872,1946,1929,1946,4,0,independent politician,1,father,HoC,0,father,1,1,0,father: William Rathbone,0,,1,8498,,U230830,35678,William Rathbone,Q8017389,,
Q211856,"Philip Noel-Baker, Baron Noel-Baker",Philip,Noel-Baker,male,1889,1982,1929,1970,9,1,Labour Party,1,father,HoC,1,father; child,2,1,1,father: Joseph Allen Baker | child: Francis Noel-Baker,0,,1,5219,191651,U167638,31505,Joseph Allen Baker,Q6280988,Elizabeth Balmer Moscrip,Q76250950
Q333205,"Robert Gascoyne-Cecil, 5th Marquess of Salisbury",Robert,Gascoyne-Cecil,male,1893,1972,1929,1941,3,1,Conservative Party,1,father,HoC,1,father; child; grandparent; grandchild; uncle/aunt,6,1,1,"father: James Gascoyne-Cecil, 4th Marquess of Salisbury | child: Robert Gascoyne-Cecil, 6th Marquess of Salisbury | grandparent: Robert Gascoyne-Cecil, 3rd Marquess of Salisbury | grandchild: Robert Gascoyne-Cecil, 7th Marquess of Salisbury | uncle/aunt: Robert Cecil",0,,1,8206,11029,,30911,"James Gascoyne-Cecil, 4th Marquess of Salisbury",Q4381482,Cicely Gore,Q3676378
Q4090718,"Oliver Baldwin, 2nd Earl Baldwin of Bewdley",Oliver,Baldwin,male,1899,1958,1929,1947,2,0,Labour Party,1,father,HoC,1,father; grandparent,2,1,1,father: Stanley Baldwin | grandparent: Alfred Baldwin,1,Julian Ridsdale,1,3599,65777,U234345,,Stanley Baldwin,Q166635,"Lucy Baldwin, Countess Baldwin of Bewdley",Q6698188
Q1292946,Edward Marjoribanks,Edward,Marjoribanks,male,1900,1932,1929,1932,2,0,Conservative Party,1,sibling,HoC,1,sibling; nephew/niece,2,0,1,"sibling: Quintin Hogg, Baron Hailsham of St Marylebone | nephew/niece: Douglas Hogg",0,,1,6488,471935,U213587,,Archibald John Marjoribanks,Q76019424,Elizabeth Brown,Q76019425
Q5263331,Derwent Hall Caine,Derwent,Hall Caine,male,1891,1971,1929,1931,1,0,Labour Party,1,sibling,HoC,0,sibling,1,1,0,sibling: Gordon Hall Caine,0,,1,4225,,,,Hall Caine,Q2331144,,
Q6226788,"John Colville, 1st Baron Clydesmuir",John,Colville,male,1894,1954,1929,1943,3,1,Unionist Party,1,father,HoC,0,father,1,1,1,father: John Colville,0,,1,7827,142282,U235844,32514,John Colville,Q6226785,Janet Brown,Q75609717
Q16741829,Bertie Leighton,Bertie,Leighton,male,1875,1952,1929,1945,3,0,Conservative Party,1,father,HoC,1,father; grandparent; uncle/aunt,3,1,1,"father: Stanley Leighton | grandparent: Sir Baldwin Leighton, 7th Baronet | uncle/aunt: Sir Baldwyn Leighton, 8th Baronet",0,,1,7779,497039,,,Stanley Leighton,Q7599747,Jessie Marie Williams-Wynn,Q76052754
Q182035,RAB Butler,RAB,Butler,male,1902,1982,1929,1965,9,1,Conservative Party,1,child,HoC,0,child,1,0,1,child: Adam Butler,0,,1,9284,145746,U162570,30886,Montagu Sherard Dawes Butler,Q3322374,Anne Gertrude Smith,Q75535605
Q533649,Lady Cynthia Mosley,Lady,Cynthia Mosley,female,1898,1933,1929,1931,1,0,Labour Party,1,father,HoC,0,father,1,1,1,"father: George Curzon, 1st Marquess Curzon of Kedleston",0,,1,5129,53556,,50053,"George Curzon, 1st Marquess Curzon of Kedleston",Q271878,"Mary Curzon, Baroness Curzon of Kedleston",Q788163
Q332941,"Douglas Douglas-Hamilton, 14th Duke of Hamilton",Douglas,Douglas-Hamilton,male,1903,1973,1930,1940,3,0,Unionist Party,1,child,HoC,1,child; sibling,2,0,1,"child: James Douglas-Hamilton, Baron Selkirk of Douglas | sibling: Lord Malcolm Douglas-Hamilton",0,,1,3765,109486,,58670,"Alfred Douglas-Hamilton, 13th Duke of Hamilton",Q336632,"Nina Douglas-Hamilton, Duchess of Hamilton",Q2644917
Q13530064,Jonah Walker-Smith,Jonah,Walker-Smith,male,1874,1964,1931,1945,2,0,Conservative Party,1,child,HoC,0,child,1,0,1,"child: Derek Walker-Smith, Baron Broxbourne",0,,1,6120,602826,U48354,,John Jonah Smith,Q76205354,Jane Elizabeth Watson,Q76205356
Q4707145,"Alan Lennox-Boyd, 1st Viscount Boyd of Merton",Alan,Lennox-Boyd,male,1904,1983,1931,1960,7,1,Conservative Party,1,child,HoC,0,child,1,0,1,child: Mark Lennox-Boyd,0,,1,4701,46212,,31352,Alan Walter Lennox-Boyd,Q75447462,Florence Annie Begbie,Q75447481
Q7945435,Walter Smiles,Walter,Smiles,male,1883,1953,1931,1953,5,0,Conservative Party; Ulster Unionist Party,1,child,HoC,0,child,1,0,1,child: Patricia Ford,0,,1,5778,247481,U243048,,William Holmes Smiles,Q75739052,,
Q332405,Stafford Cripps,Stafford,Cripps,male,1889,1952,1931,1950,5,1,Labour Party,1,father,HoC,0,father,1,1,1,"father: Charles Cripps, 1st Baron Parmoor",0,,1,8841,53776,U236184,32630,"Charles Cripps, 1st Baron Parmoor",Q337704,Theresa Cripps,Q28359885
Q1537987,Gordon Campbell,Gordon,Campbell,male,1886,1953,1931,1935,1,0,National Liberal Party,1,sibling,HoC,0,sibling,1,1,1,"sibling: Sir Edward Campbell, 1st Baronet",0,,1,7959,694850,,32263,Frederick Campbell,Q76064383,Emilie Guillaumine Maclaine,Q76064382
Q5231233,"David Beatty, 2nd Earl Beatty",David,Beatty,male,1905,1972,1931,1936,2,0,Conservative Party,1,sibling,HoC,0,sibling,1,0,1,sibling: Ronald Tree,0,,1,3260,83016,,,"David Beatty, 1st Earl Beatty",Q335013,Ethel Beatty,Q20810826
Q6483468,Lance Mallalieu,Lance,Mallalieu,male,1905,1979,1931,1974,9,0,Labour Party; Liberal Party,1,father,HoC,1,father; sibling,2,1,0,father: Frederick Mallalieu | sibling: Joseph Mallalieu,0,,1,4904,,U157123,,Frederick Mallalieu,Q5498345,,
Q13529997,"Hugh Molson, Baron Molson",Hugh,Molson,male,1903,1991,1931,1961,7,0,Conservative Party,1,father,HoC,0,father,1,1,1,father: John Elsdale Molson,0,,1,5079,191614,U174329,,John Elsdale Molson,Q13529998,Mary Molson,Q106919036
Q7352839,"Robin Vane-Tempest-Stewart, 8th Marquess of Londonderry",Robin,Vane-Tempest-Stewart,male,1902,1955,1931,1945,2,0,Ulster Unionist Party,1,father,HoC,1,father; grandparent,2,1,1,"father: Charles Vane-Tempest-Stewart, 7th Marquess of Londonderry | grandparent: Charles Vane-Tempest-Stewart, 6th Marquess of Londonderry",0,,1,7858,13948,,,"Charles Vane-Tempest-Stewart, 7th Marquess of Londonderry",Q333368,"Edith Vane-Tempest-Stewart, Marchioness of Londonderry",Q5338688
Q334651,Dingle Foot,Dingle,Foot,male,1905,1978,1931,1970,6,0,Labour Party,1,father,HoC,1,father; sibling,2,1,1,father: Isaac Foot | sibling: Michael Foot,0,,1,4005,236418,U154518,31115,Isaac Foot,Q6076320,Eva Mackintosh,Q75600679
Q5729188,"Henry Thynne, 6th Marquess of Bath",Henry,Thynne,male,1905,1992,1931,1935,1,0,Conservative Party,1,father,HoC,0,father,1,1,1,"father: Thomas Thynne, 5th Marquess of Bath",0,,1,7984,24063,,50818,"Thomas Thynne, 5th Marquess of Bath",Q338382,Violet Mordaunt,Q75251364
Q12411364,"Richard Law, 1st Baron Coleraine",Richard,Law,male,1901,1980,1931,1954,5,1,Conservative Party,1,father,HoC,0,father,1,1,1,father: Bonar Law,0,,1,8836,243757,U153339,31338,Bonar Law,Q166663,Annie Pitcairn Robley,Q75611495
Q8004479,"William Anstruther-Gray, Baron Kilmany",William,Anstruther-Gray,male,1905,1985,1931,1966,6,0,Conservative Party; Unionist Party,1,father,HoC,0,father,1,1,1,father: William Anstruther-Gray,0,,1,3029,84050,U166029,64629,William Anstruther-Gray,Q8004480,Clayre Jessie Tennant,Q75532349
Q15527009,Lawrence Kimball,Lawrence,Kimball,male,1900,1971,1931,1945,2,0,Conservative Party,1,child,HoC,0,child,1,0,1,"child: Marcus Kimball, Baron Kimball",0,,1,4597,476746,,,Marcus Morton Kimball,Q76214637,Jeannie Lawrence Perkins,Q76214642
Q4683988,Alfred Bossom,Alfred,Bossom,male,1881,1965,1931,1959,6,0,Conservative Party,1,child,HoC,0,child,1,0,1,child: Clive Bossom,0,,1,3266,146255,U48956,40778,Alfred Henry Bossom,Q75445770,Amelia Jane Hammond,Q75445513
Q7526990,"Sir Godfrey Nicholson, 1st Baronet",Godfrey,Nicholson,male,1901,1991,1931,1966,8,0,Conservative Party,1,child,HoC,0,child,1,0,1,child: Emma Nicholson,0,,1,8569,69919,,,Richard Nicholson,Q46995899,Helen Portal,Q75333813
Q6285208,"Joseph Maclay, 2nd Baron Maclay",Joseph,Maclay,male,1899,1969,1931,1945,2,0,Liberal Party,1,sibling,HoC,0,sibling,1,0,1,"sibling: John Maclay, 1st Viscount Muirshiel",0,,1,4855,84109,U50749,,"Joseph Paton Maclay, 1st Baron Maclay",Q6286107,Martha Strang,Q75743064
Q7287229,Ralph Beaumont,Ralph,Beaumont,male,1901,1977,1931,1945,2,0,Conservative Party,1,father,HoC,1,father; grandparent; uncle/aunt,3,1,1,"father: Wentworth Beaumont, 1st Viscount Allendale | grandparent: Wentworth Beaumont, 1st Baron Allendale | uncle/aunt: Hubert Beaumont",0,,1,8172,5313,,,"Wentworth Beaumont, 1st Viscount Allendale",Q7983009,Lady Alexandrina Vane-Tempest,Q75275292
Q7526994,"Sir Gordon Touche, 1st Baronet",Gordon,Touche,male,1895,1972,1931,1964,7,0,Conservative Party,1,father,HoC,0,father,1,1,1,father: George Touche,0,,1,6011,595349,,,George Touche,Q5545281,Jessie Brown,Q76194307
Q4861635,Barnett Janner,Barnett,Janner,male,1892,1982,1931,1970,8,0,Liberal Party,1,child,HoC,0,child,1,0,1,"child: Greville Janner, Baron Janner of Braunstone",0,,1,4503,191456,U165746,31285,Joseph Janner,Q76172798,Gertrude Zwick,Q76172799
Q5621197,Gustav Renwick,Gustav,Renwick,male,1883,1956,1931,1935,1,0,Conservative Party,1,father,HoC,0,father,1,1,1,"father: Sir George Renwick, 1st Baronet",0,,1,5555,558279,,,"Sir George Renwick, 1st Baronet",Q7526913,Mary Jane Thompson,Q76138947
Q4973233,Brograve Beauchamp,Brograve,Beauchamp,male,1897,1976,1931,1945,2,0,Conservative Party,1,father,HoC,0,father,1,1,1,father: Edward Beauchamp,0,,1,3138,205672,,,Edward Beauchamp,Q5341831,Betty Campbell Woods,Q75738029
Q4786374,Archibald James,Archibald,James,male,1893,1980,1931,1945,2,0,Conservative Party,1,child,HoC,0,child,1,0,1,child: David James,0,,1,7752,60186,,,,,,
Q6135821,"James Heathcote-Drummond-Willoughby, 3rd Earl of Ancaster",James,Heathcote-Drummond-Willoughby,male,1907,1983,1933,1950,3,0,Conservative Party,1,father,HoC,1,father; grandparent; uncle/aunt,3,1,1,"father: Gilbert Heathcote-Drummond-Willoughby, 2nd Earl of Ancaster | grandparent: Gilbert Heathcote-Drummond-Willoughby, 1st Earl of Ancaster | uncle/aunt: Claud Heathcote-Drummond-Willoughby",0,,1,6218,26232,,,"Gilbert Heathcote-Drummond-Willoughby, 2nd Earl of Ancaster",Q5560968,Eloise Lawrence Breese,Q75269881
Q7365334,Ronald Tree,Ronald,Tree,male,1897,1976,1933,1945,2,0,Conservative Party,1,sibling,HoC,0,sibling,1,1,1,"sibling: David Beatty, 2nd Earl Beatty",0,,1,6026,659351,,,Arthur Tree,Q76172827,Ethel Beatty,Q20810826
Q5982042,Ian Orr-Ewing,Ian,Orr-Ewing,male,1893,1958,1934,1958,6,0,Conservative Party,1,father,HoC,1,father; grandparent,2,1,1,"father: Charles Lindsay Orr-Ewing | grandparent: Sir Archibald Orr-Ewing, 1st Baronet",0,,1,8625,33371,U241461,,Charles Lindsay Orr-Ewing,Q5080266,Beatrice Hore-Ruthven,Q75306683
Q16078875,"Sir Douglas Thomson, 2nd Baronet",Douglas,Thomson,male,1905,1972,1935,1946,3,0,Unionist Party,1,father,HoC,0,father,1,1,1,"father: Sir Frederick Thomson, 1st Baronet",0,,1,8648,592871,,,"Sir Frederick Thomson, 1st Baronet",Q7526794,Constance Margaret Hotson,Q76190645
Q203129,Duncan Sandys,Duncan,Sandys,male,1908,1987,1935,1974,9,1,Conservative Party,1,father,HoC,1,father; child,2,1,1,father: George John Sandys | child: Laura Sandys,0,,1,8481,106226,U163743,39858,George John Sandys,Q5541118,Mildred Helen Cameron,Q96076196
Q7323631,Richard Acland,Richard,Acland,male,1906,1990,1935,1955,4,0,Labour Party,1,father,HoC,1,father; grandparent,2,1,1,"father: Sir Francis Dyke Acland, 14th Baronet | grandparent: Sir Arthur Dyke Acland, 13th Baronet",0,,1,24,31239,U161336,39848,"Sir Francis Dyke Acland, 14th Baronet",Q5542038,Eleanor Acland,Q26763669
Q6254287,John Rathbone,John,Rathbone,male,1910,1940,1935,1940,1,0,Conservative Party,1,child,HoC,0,child,1,0,0,child: Tim Rathbone,0,,1,8096,,U215954,,,,,
Q6099395,"Ivor Guest, 2nd Viscount Wimborne",Ivor,Guest,male,1903,1967,1935,1939,1,0,independent politician,1,father,HoC,0,father,1,1,1,"father: Ivor Guest, 1st Viscount Wimborne",0,,1,8021,25318,,,"Ivor Guest, 1st Viscount Wimborne",Q17322488,Alice Grosvenor,Q75257546
Q8001983,Wilfrid Roberts,Wilfrid,Roberts,male,1900,1991,1935,1950,2,0,Liberal Party,1,father,HoC,0,father,1,1,1,father: Charles Henry Roberts,0,,1,8940,694367,U175139,,Charles Henry Roberts,Q5078970,Lady Cecilia Howard,Q75252657
Q5307835,John Crowder,John,Crowder,male,1890,1961,1935,1959,5,0,Conservative Party,1,child,HoC,0,child,1,0,1,child: Petre Crowder,0,,1,3649,49184,,,Augustus George Crowder,Q66706002,Louisa Isabella Law,Q75910476
Q2580935,"William Astor, 3rd Viscount Astor",William,Astor,male,1907,1966,1935,1952,2,0,Conservative Party,1,father,HoC,1,father; mother; sibling,4,1,1,"father: Waldorf Astor, 2nd Viscount Astor | mother: Nancy Astor, Viscountess Astor | sibling: Michael Astor | sibling: Jakie Astor",0,,1,3057,236,,,"Waldorf Astor, 2nd Viscount Astor",Q2619726,"Nancy Astor, Viscountess Astor",Q195013
Q332956,Harold Nicolson,Harold,Nicolson,male,1886,1968,1935,1945,1,0,National Labour Organisation,1,child,HoC,0,child,1,0,1,child: Nigel Nicolson,0,,1,7968,114098,,35239,"Arthur Nicolson, 1st Baron Carnock",Q31286,Mary Rowan-Hamilton,Q75356075
